Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
307,116,13474,Pave,NA,AllPub,Inside,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,Gable,CompShg,HdBoard,246,Gd,TA,CBlock,Gd,TA,700,GasA,1122,1121,0,2243,2,4,1,Gd,8,Typ,1,Attchd,746,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,225000
308,NA,7920,Pave,Grvl,AllPub,Inside,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,MetalSd,0,TA,Fa,CBlock,TA,TA,319,GasA,1035,371,0,1406,1,3,1,Fa,6,Typ,0,NA,0,NA,N,0,NA,MnPrv,NA,0,3,2008,WD,Normal,89500
309,NA,12342,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,861,GasA,861,0,0,861,1,1,1,TA,4,Typ,0,Detchd,539,TA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,82500
310,90,12378,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Ex,TA,1896,GasA,1944,0,0,1944,2,3,1,Ex,8,Typ,3,Attchd,708,TA,Y,0,NA,NA,NA,0,11,2006,WD,Normal,360000
311,NA,7685,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,112,TA,TA,PConc,Gd,TA,697,GasA,697,804,0,1501,2,3,1,Gd,6,Typ,1,Attchd,420,TA,Y,0,NA,NA,NA,0,5,2006,WD,Normal,165600
312,50,8000,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,Gable,CompShg,VinylSd,0,TA,Gd,CBlock,TA,TA,972,GasA,972,0,0,972,1,2,1,TA,5,Typ,1,Detchd,240,TA,Y,0,NA,NA,NA,0,5,2009,WD,Normal,132000
313,65,7800,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,Gable,CompShg,MetalSd,0,TA,TA,CBlock,Gd,TA,793,GasA,793,325,0,1118,1,3,1,TA,5,Typ,1,Detchd,410,TA,Y,0,NA,MnPrv,NA,0,5,2006,WD,Normal,119900
314,150,215245,Pave,NA,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,7,5,1965,Hip,CompShg,BrkFace,0,TA,TA,CBlock,Gd,TA,2136,GasW,2036,0,0,2036,2,3,1,TA,8,Typ,2,Attchd,513,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,375000
315,60,9600,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,Gd,728,GasA,832,809,0,1641,1,3,1,Ex,6,Typ,1,Detchd,546,TA,Y,0,NA,NA,NA,0,8,2006,WD,Normal,178000
316,71,7795,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,716,GasA,716,716,0,1432,2,3,1,Gd,6,Typ,1,Attchd,432,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,188500
317,94,13005,Pave,NA,AllPub,Corner,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,Gable,CompShg,CemntBd,278,Gd,TA,CBlock,Gd,TA,845,GasA,1153,1200,0,2353,2,4,1,Ex,10,Typ,1,Attchd,484,TA,Y,0,NA,GdPrv,NA,0,8,2009,WD,Normal,260000
318,75,9000,Pave,NA,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,1088,GasA,1088,871,0,1959,2,3,1,Gd,8,Typ,1,Attchd,1025,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,270000
319,90,9900,Pave,NA,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,256,Gd,TA,PConc,Gd,TA,1347,GasA,1372,1274,0,2646,2,4,1,Gd,9,Typ,1,Attchd,656,TA,Y,0,NA,NA,NA,0,4,2009,WD,Normal,260000
320,NA,14115,Pave,NA,AllPub,Inside,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,Gable,CompShg,Plywood,225,TA,TA,CBlock,Gd,TA,1372,GasA,1472,0,0,1472,2,3,1,TA,6,Typ,2,Attchd,588,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,187500
321,111,16259,Pave,NA,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Gable,CompShg,VinylSd,370,TA,TA,PConc,Ex,Gd,1249,GasA,1249,1347,0,2596,3,4,1,Gd,9,Typ,0,Attchd,840,TA,Y,0,NA,NA,NA,0,9,2006,New,Partial,342643
322,99,12099,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,VinylSd,388,Gd,TA,PConc,Ex,TA,1136,GasA,1136,1332,0,2468,2,4,1,Gd,10,Typ,1,BuiltIn,872,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,354000
323,86,10380,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,Gable,CompShg,Plywood,172,Gd,TA,CBlock,TA,TA,1502,GasA,1553,1177,0,2730,2,4,1,Gd,8,Typ,1,Attchd,576,TA,Y,0,NA,MnPrv,NA,0,8,2007,WD,Normal,301000
324,49,5820,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,Gable,CompShg,VinylSd,0,TA,Gd,CBlock,TA,TA,1162,GasA,1163,0,0,1163,1,3,1,TA,6,Typ,0,Attchd,220,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,126175
325,96,11275,Pave,NA,AllPub,Corner,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,Mansard,WdShake,Wd Sdng,300,Gd,Gd,CBlock,Gd,TA,710,GasA,1898,1080,0,2978,2,5,1,Gd,11,Typ,1,BuiltIn,564,TA,Y,0,NA,NA,NA,0,6,2010,WD,Normal,242000
326,50,5000,Pave,NA,AllPub,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,720,GasA,803,0,0,803,1,2,1,TA,5,Typ,0,Detchd,360,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,87000
327,32,10846,Pave,NA,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,Gable,CompShg,BrkFace,0,Gd,TA,PConc,Gd,TA,1719,GasA,1719,0,0,1719,1,1,1,Gd,6,Typ,2,Attchd,473,TA,Y,0,NA,NA,NA,0,5,2008,Con,Normal,324000
328,80,11600,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,Wd Sdng,175,TA,TA,CBlock,TA,TA,1383,GasA,1383,0,0,1383,1,3,1,TA,7,Typ,0,Attchd,292,TA,Y,0,NA,NA,NA,0,4,2006,WD,Normal,145250
329,NA,11888,Pave,Pave,AllPub,Inside,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,844,GasA,1445,689,0,2134,2,5,1,Gd,10,Typ,0,Detchd,441,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,214500
330,60,6402,Pave,NA,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,TA,TA,596,GasA,596,596,0,1192,1,3,1,TA,6,Typ,0,Detchd,189,Fa,N,0,NA,GdWo,NA,0,7,2009,WD,Normal,78000
331,NA,10624,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,Gable,CompShg,HdBoard,84,TA,TA,CBlock,TA,TA,1728,GasA,1728,0,0,1728,2,6,2,TA,10,Typ,0,Detchd,352,TA,Y,0,NA,NA,NA,0,11,2007,WD,Normal,119000
332,70,8176,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1056,GasA,1056,0,0,1056,1,3,1,TA,6,Typ,0,Attchd,308,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,139000
333,85,10655,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,Gable,CompShg,VinylSd,296,Gd,TA,PConc,Gd,TA,3206,GasA,1629,0,0,1629,2,3,1,Gd,7,Typ,1,Attchd,880,TA,Y,0,NA,NA,NA,0,10,2009,WD,Normal,284000
334,59,8198,Pave,NA,AllPub,FR3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,CompShg,VinylSd,146,Gd,TA,PConc,Gd,TA,1358,GasA,1358,0,0,1358,2,2,1,Gd,6,Typ,1,Attchd,484,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,207000
335,59,9042,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,943,GasA,943,695,0,1638,2,3,1,TA,7,Typ,2,Attchd,472,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,192000
336,NA,164660,Grvl,NA,AllPub,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,1499,GasA,1619,167,0,1786,2,3,1,TA,7,Typ,2,Attchd,529,TA,Y,0,NA,NA,Shed,700,8,2008,WD,Normal,228950
337,86,14157,Pave,NA,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,200,Gd,TA,PConc,Ex,TA,1922,GasA,1922,0,0,1922,2,3,1,Gd,8,Typ,1,Attchd,676,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,377426
338,70,9135,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,CompShg,VinylSd,113,Gd,TA,PConc,Gd,TA,1536,GasA,1536,0,0,1536,2,3,1,Gd,7,Typ,0,Attchd,532,TA,Y,0,NA,NA,NA,0,12,2008,WD,Normal,214000
339,91,14145,Pave,NA,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,Gable,CompShg,Wd Sdng,0,Gd,TA,CBlock,Gd,TA,1208,GasA,1621,0,0,1621,2,3,1,Gd,8,Typ,0,Attchd,440,TA,Y,0,NA,NA,Shed,400,5,2006,WD,Normal,202500
340,66,12400,Pave,NA,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,Wd Sdng,176,TA,TA,CBlock,TA,Fa,1215,GasA,1215,0,0,1215,1,3,1,TA,6,Typ,0,Attchd,297,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,155000
341,85,14191,Pave,NA,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,967,GasA,993,915,0,1908,2,4,1,Gd,9,Typ,0,Attchd,431,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,202900
342,60,8400,Pave,NA,AllPub,Inside,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,Gable,CompShg,Wd Sdng,0,Fa,Fa,CBlock,TA,Fa,721,GasA,841,0,0,841,1,2,1,TA,4,Typ,0,CarPort,294,TA,N,0,NA,NA,NA,0,9,2009,WD,Normal,82000
343,NA,8544,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,Gable,CompShg,Stucco,340,TA,TA,Slab,NA,NA,0,Wall,1040,0,0,1040,2,2,2,TA,6,Typ,0,Detchd,400,TA,Y,0,NA,NA,NA,0,5,2006,WD,Normal,87500
344,63,8849,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,CompShg,MetalSd,616,Ex,TA,PConc,Ex,TA,1684,GasA,1684,0,0,1684,2,2,1,Ex,6,Typ,1,Attchd,564,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,266000
345,36,2592,Pave,NA,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,Gable,CompShg,CemntBd,0,TA,TA,CBlock,Gd,TA,536,GasA,536,576,0,1112,1,3,1,TA,4,Typ,0,Attchd,336,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,85000
346,65,6435,Pave,NA,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,972,GasA,972,605,0,1577,1,3,1,Fa,6,Typ,1,Detchd,312,TA,Y,0,NA,NA,NA,0,10,2006,WD,Normal,140200
347,NA,12772,Pave,NA,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,Hip,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,958,GasA,958,0,0,958,1,2,1,TA,5,Typ,0,Attchd,301,TA,Y,0,NA,NA,Gar2,15500,4,2007,WD,Normal,151500
348,NA,17600,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Gable,CompShg,Wd Sdng,30,TA,TA,CBlock,TA,TA,1478,GasA,1478,0,0,1478,2,3,1,TA,6,Typ,2,Attchd,498,TA,Y,0,NA,NA,NA,0,12,2009,WD,Normal,157500
349,36,2448,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,106,Gd,TA,PConc,Gd,TA,764,GasA,764,862,0,1626,2,2,1,Gd,6,Typ,0,BuiltIn,474,TA,Y,0,NA,NA,NA,0,10,2008,WD,Normal,154000
350,56,20431,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,Hip,CompShg,CemntBd,870,Ex,TA,PConc,Ex,TA,1848,GasA,1848,880,0,2728,2,4,1,Ex,10,Typ,2,Attchd,706,TA,Y,0,NA,NA,NA,0,4,2006,New,Partial,437154
351,68,7820,Pave,NA,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,Hip,CompShg,MetalSd,362,Ex,TA,PConc,Ex,TA,1869,GasA,1869,0,0,1869,2,2,1,Ex,6,Typ,1,Attchd,617,TA,Y,0,NA,NA,NA,0,12,2007,New,Partial,318061
352,NA,5271,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,Gable,CompShg,Wd Sdng,0,TA,TA,PConc,Gd,TA,1453,GasA,1453,0,0,1453,1,2,1,Gd,6,Typ,1,Attchd,445,TA,Y,0,NA,NA,NA,0,12,2006,WD,Abnorml,190000
353,60,9084,Pave,NA,AllPub,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,Fa,616,GasA,616,495,0,1111,1,3,1,TA,5,Typ,0,Detchd,200,Fa,Y,0,NA,NA,NA,0,3,2008,ConLw,Normal,95000
354,60,8520,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,Gable,CompShg,VinylSd,0,TA,Gd,BrkTil,TA,TA,624,GasA,720,0,0,720,1,2,1,TA,5,Typ,0,Detchd,484,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,105900
355,60,8400,Pave,NA,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,940,GasA,1192,403,0,1595,1,2,1,TA,6,Typ,2,Attchd,240,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,140000
356,105,11249,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,Gable,CompShg,VinylSd,0,Gd,Gd,PConc,Gd,Gd,1200,GasA,1200,0,0,1200,2,3,1,Gd,6,Typ,0,Attchd,521,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,177500
357,NA,9248,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,Gable,CompShg,HdBoard,106,TA,TA,PConc,Gd,TA,1158,GasA,1167,0,0,1167,2,3,1,Gd,6,Typ,0,Attchd,400,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,173000
358,44,4224,Pave,NA,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,Gable,CompShg,CemntBd,0,TA,TA,PConc,Gd,TA,1142,GasA,1142,0,0,1142,1,3,1,TA,6,Typ,1,Attchd,528,TA,Y,0,NA,MnPrv,NA,0,8,2007,WD,Normal,134000
359,92,6930,Pave,NA,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,Hip,CompShg,Wd Sdng,120,TA,TA,CBlock,TA,TA,1062,GasA,1352,0,0,1352,1,3,1,Gd,6,Min2,0,BuiltIn,288,TA,Y,0,NA,NA,NA,0,7,2006,WD,Abnorml,130000
360,78,12011,Pave,NA,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,Gable,CompShg,VinylSd,530,Gd,TA,PConc,Gd,TA,1086,GasA,1086,838,0,1924,2,3,1,Gd,7,Typ,1,Attchd,592,TA,Y,0,NA,NA,NA,0,6,2006,WD,Normal,280000
361,NA,7540,Pave,NA,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,Gable,CompShg,VinylSd,0,TA,TA,CBlock,Gd,TA,888,GasA,912,0,0,912,1,2,1,TA,5,Typ,1,Attchd,470,TA,Y,0,NA,MnPrv,NA,0,6,2007,WD,Normal,156000
362,NA,9144,Pave,Pave,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,883,GasA,988,517,0,1505,1,3,1,TA,8,Typ,0,Detchd,240,TA,N,0,NA,NA,NA,0,7,2008,WD,Normal,145000
363,64,7301,Pave,NA,AllPub,Corner,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,Gable,CompShg,HdBoard,500,Gd,TA,Slab,NA,NA,0,GasA,495,1427,0,1922,3,4,1,Gd,7,Typ,1,BuiltIn,672,TA,Y,0,NA,NA,NA,0,7,2009,ConLD,Normal,198500
364,21,1680,Pave,NA,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,Gable,CompShg,HdBoard,510,TA,TA,CBlock,TA,TA,483,GasA,483,504,0,987,1,2,1,Gd,5,Typ,0,Detchd,264,TA,Y,0,NA,NA,NA,0,5,2009,WD,Normal,118000
365,NA,18800,Pave,NA,AllPub,FR2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1976,Gable,CompShg,HdBoard,120,TA,TA,PConc,Gd,TA,796,GasA,790,784,0,1574,2,3,1,TA,6,Typ,1,Attchd,566,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,190000
366,59,10690,Pave,NA,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,Hip,CompShg,VinylSd,0,TA,Gd,CBlock,TA,Fa,672,GasA,672,672,0,1344,1,3,1,TA,6,Typ,0,Detchd,468,Fa,Y,0,NA,NA,NA,0,7,2009,WD,Normal,147000
367,NA,9500,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1963,Gable,CompShg,Plywood,247,TA,TA,CBlock,Gd,TA,1394,GasA,1394,0,0,1394,1,3,1,TA,6,Typ,2,Attchd,514,TA,Y,0,NA,NA,NA,0,7,2009,WD,Normal,159000
368,101,9150,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,Gable,Tar&Grv,Plywood,305,TA,TA,CBlock,Gd,TA,1099,GasA,1431,0,0,1431,1,3,1,TA,6,Typ,1,Basment,296,TA,Y,0,NA,NA,NA,0,12,2008,WD,Normal,165000
369,78,7800,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,HdBoard,200,TA,TA,PConc,TA,TA,1268,GasA,1268,0,0,1268,1,2,1,TA,7,Typ,1,Attchd,244,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,132000
370,NA,9830,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,Gable,CompShg,Wd Sdng,0,TA,Gd,CBlock,TA,TA,1063,GasA,1287,0,0,1287,1,3,1,Gd,7,Typ,1,Detchd,576,TA,Y,0,NA,NA,NA,0,3,2010,WD,Normal,162000
371,NA,8121,Pave,NA,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,0,TA,TA,PConc,Gd,TA,953,GasA,953,711,0,1664,2,3,1,TA,7,Typ,1,Attchd,460,TA,Y,0,NA,NA,NA,0,1,2006,WD,Normal,172400
372,80,17120,Pave,NA,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,Gable,CompShg,WdShing,0,TA,TA,CBlock,NA,NA,0,GasA,1120,468,0,1588,2,4,1,TA,7,Min2,1,Detchd,680,TA,N,0,NA,NA,NA,0,7,2008,WD,Normal,134432
373,50,7175,Pave,NA,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,Gable,CompShg,Plywood,0,TA,TA,CBlock,Gd,TA,744,GasA,752,0,0,752,1,2,1,TA,4,Typ,0,Attchd,264,TA,Y,0,NA,MnPrv,NA,0,2,2010,WD,Normal,125000
374,79,10634,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,Gable,CompShg,MetalSd,0,TA,TA,PConc,TA,TA,608,GasA,1319,0,0,1319,1,3,1,TA,5,Min2,0,Attchd,270,TA,Y,0,NA,GdWo,NA,0,11,2009,WD,Normal,123000
375,65,8200,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,847,GasA,847,1081,0,1928,2,4,1,Gd,8,Typ,1,BuiltIn,434,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,219500
376,NA,10020,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,Gable,CompShg,Wd Sdng,0,Fa,Fa,BrkTil,Fa,Po,683,GasA,904,0,0,904,0,1,1,Fa,4,Maj1,0,NA,0,NA,Y,0,NA,NA,NA,0,3,2009,WD,Normal,61000
377,57,8846,Pave,NA,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,870,GasA,914,0,0,914,1,2,1,TA,5,Typ,0,Detchd,576,TA,Y,0,NA,NA,NA,0,7,2006,WD,Normal,148000
378,102,11143,Pave,NA,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,Gable,CompShg,CemntBd,0,Gd,TA,PConc,Gd,TA,1580,GasA,1580,886,0,2466,3,4,1,Gd,8,Typ,1,Attchd,610,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,340000
379,88,11394,Pave,NA,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,Hip,CompShg,VinylSd,350,Gd,TA,PConc,Ex,TA,1856,GasA,1856,0,0,1856,1,1,1,Ex,8,Typ,1,Attchd,834,TA,Y,0,NA,NA,NA,0,6,2010,New,Partial,394432
380,60,8123,Pave,NA,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,16,TA,TA,PConc,Gd,TA,982,GasA,1007,793,0,1800,2,3,1,TA,7,Typ,1,Attchd,463,TA,Y,0,NA,NA,NA,0,6,2009,WD,Normal,179000
381,50,5000,Pave,Pave,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,Gable,CompShg,BrkFace,0,TA,TA,BrkTil,TA,TA,1026,GasA,1026,665,0,1691,2,3,1,Gd,6,Typ,1,Detchd,308,TA,Y,0,NA,NA,NA,0,5,2010,WD,Normal,127000
382,60,7200,Pave,Pave,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,Gd,1293,GasA,1301,0,0,1301,2,2,1,Gd,5,Typ,1,Attchd,572,TA,Y,0,NA,NA,NA,0,8,2006,New,Partial,187750
383,79,9245,Pave,NA,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,0,Gd,TA,PConc,Gd,TA,939,GasA,939,858,0,1797,2,3,1,Gd,8,Typ,0,Attchd,639,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,213500
384,60,9000,Pave,NA,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,Fa,Fa,784,GasA,784,0,0,784,1,2,1,TA,5,Typ,0,Detchd,360,Fa,N,0,NA,NA,NA,0,10,2009,WD,Normal,76000
385,NA,53107,Pave,NA,AllPub,Corner,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,HdBoard,0,Gd,TA,PConc,Gd,TA,1580,GasA,1079,874,0,1953,2,3,1,Gd,9,Typ,2,Attchd,501,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,240000
386,43,3182,Pave,NA,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,Gable,CompShg,VinylSd,16,Gd,TA,PConc,Gd,TA,1256,GasA,1269,0,0,1269,2,2,1,Gd,6,Typ,1,Attchd,430,TA,Y,0,NA,NA,NA,0,4,2010,WD,Normal,192000
387,58,8410,Pave,NA,AllPub,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,Gambrel,CompShg,Wd Sdng,0,TA,Fa,PConc,TA,TA,658,GasA,658,526,0,1184,1,5,1,TA,8,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,5,2006,WD,AdjLand,81000
388,72,7200,Pave,NA,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,Hip,CompShg,MetalSd,255,TA,TA,CBlock,TA,TA,1041,GasA,1125,0,0,1125,1,3,1,TA,6,Typ,1,Detchd,352,TA,Y,0,NA,GdWo,NA,0,10,2009,WD,Abnorml,125000
389,93,9382,Pave,NA,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,125,Gd,TA,PConc,Gd,TA,1468,GasA,1479,0,0,1479,2,3,1,Gd,6,Typ,0,Attchd,577,TA,Y,0,NA,NA,NA,0,7,2008,WD,Normal,191000
